Date,Package,Title
5/29/20,TopKLists,"Inference, Aggregation and Visualization for Top-K Ranked Lists"
5/29/20,usefun,A Collection of Useful Functions by John
5/29/20,V8,Embedded JavaScript and WebAssembly Engine for R
5/28/20,abcrlda,Asymptotically Bias-Corrected Regularized Linear Discriminant Analysis
5/28/20,almanac,Tools for Working with Recurrence Rules
5/28/20,AMR,Antimicrobial Resistance Analysis
5/28/20,auditor,"Model Audit - Verification, Validation, and Error Analysis"
5/28/20,bayescopulareg,Bayesian Copula Regression
5/28/20,bayesplot,Plotting for Bayesian Models
5/28/20,BayesPostEst,Generate Postestimation Quantities for Bayesian MCMC Estimation
5/28/20,beam,Fast Bayesian Inference in Large Gaussian Graphical Models
5/28/20,blorr,Tools for Developing Binary Logistic Regression Models
5/28/20,CALF,Coarse Approximation Linear Function
5/28/20,censusxy,Access the U.S. Census Bureau's Geocoding A.P.I. System
5/28/20,DJL,Distance Measure Based Judgment and Learning
5/28/20,echo.find,Finding Rhythms Using Extended Circadian Harmonic Oscillators (ECHO)
5/28/20,GD,Geographical Detectors
5/28/20,genius,Easily Access Song Lyrics from Genius.com
5/28/20,ggmsa,Plot Multiple Sequence Alignment using 'ggplot2'
5/28/20,ggplot2,Create Elegant Data Visualisations Using the Grammar of Graphics
5/28/20,glmmML,Generalized Linear Models with Clustering
5/28/20,gmm,Generalized Method of Moments and Generalized Empirical Likelihood
5/28/20,gtfs2gps,Converting Transport Data from GTFS Format to GPS-Like Records
5/28/20,hsrecombi,Estimation of Recombination Rate and Maternal LD in Half-Sibs
5/28/20,implicitMeasures,Computes the Scores for Different Implicit Measures
5/28/20,m2r,Interface to 'Macaulay2'
5/28/20,MALDIrppa,MALDI Mass Spectrometry Data Robust Pre-Processing and Analysis
5/28/20,maptpx,MAP Estimation of Topic Models
5/28/20,mfbvar,Mixed-Frequency Bayesian VAR Models
5/28/20,momentfit,Methods of Moments
5/28/20,mrbayes,Bayesian Summary Data Models for Mendelian Randomization Studies
5/28/20,mvord,Multivariate Ordinal Regression Models
5/28/20,NBLDA,Negative Binomial Linear Discriminant Analysis
5/28/20,otpr,An R Wrapper for the 'OpenTripPlanner' REST API
5/28/20,ouxy,Model of Adaptive Trait Evolution
5/28/20,pins,"Pin, Discover and Share Resources"
5/28/20,precrec,Calculate Accurate Precision-Recall and ROC (Receiver Operator Characteristics) Curves
5/28/20,PRSim,Stochastic Simulation of Streamflow Time Series using Phase Randomization
5/28/20,ramsvm,Reinforced Angle-Based Multicategory Support Vector Machines
5/28/20,RBesT,R Bayesian Evidence Synthesis Tools
5/28/20,reactable,Interactive Data Tables Based on 'React Table'
5/28/20,rgbif,Interface to the Global 'Biodiversity' Information Facility API
5/28/20,rgdal,Bindings for the 'Geospatial' Data Abstraction Library
5/28/20,rgeoprofile,Geographic Profiling Methods for Serial Crime Analysis
5/28/20,RRPP,Linear Model Evaluation with Randomized Residuals in a Permutation Procedure
5/28/20,seewave,Sound Analysis and Synthesis
5/28/20,sjmisc,Data and Variable Transformation Functions
5/28/20,slider,Sliding Window Functions
5/28/20,smacpod,Statistical Methods for the Analysis of Case-Control Point Data
5/28/20,StanHeaders,C++ Header Files for Stan
5/28/20,survminer,Drawing Survival Curves using 'ggplot2'
5/28/20,symDMatrix,Partitioned Symmetric Matrices
5/28/20,tidyfst,Tidy Verbs for Fast Data Manipulation
5/28/20,trelliscopejs,Create Interactive Trelliscope Displays
5/28/20,webchem,Chemical Information from the Web
5/28/20,WeightSVM,Subject Weighted Support Vector Machines
5/27/20,airr,AIRR Data Representation Reference Library
5/27/20,autoFRK,Automatic Fixed Rank Kriging
5/27/20,autoimage,Multiple Heat Maps for Projected Coordinates
5/27/20,brms,Bayesian Regression Models using 'Stan'
5/27/20,buildmer,Stepwise Elimination and Term Reordering for Mixed-Effects Regression
5/27/20,cbq,Conditional Binary Quantile Models
5/27/20,CGPfunctions,Powell Miscellaneous Functions for Teaching and Learning Statistics
5/27/20,cprobit,Conditional Probit Model for Analysing Continuous Outcomes
5/27/20,dbplyr,A 'dplyr' Back End for Databases
5/27/20,ellipse,Functions for Drawing Ellipses and Ellipse-Like Confidence Regions
5/27/20,featureCorMatrix,Measurement Level Independent Feature Correlation Matrix
5/27/20,frailtypack,"General Frailty Models: Shared, Joint and Nested Frailty Models with Prediction; Evaluation of Failure-Time Surrogate Endpoints"
5/27/20,fsbrain,Managing and Visualizing Brain Surface Data
5/27/20,geodaData,Spatial Analysis Datasets for Teaching
5/27/20,gglorenz,Plotting Lorenz Curve with the Blessing of 'ggplot2'
5/27/20,gmnl,Multinomial Logit Models with Random Parameters
5/27/20,hypr,Hypothesis Matrix Translation
5/27/20,i2dash,Iterative and Interactive Dashboards
5/27/20,icenReg,Regression Models for Interval Censored Data
5/27/20,IsoSpecR,The IsoSpec Algorithm
5/27/20,jsonld,JSON for Linking Data
5/27/20,mads,Multi-Analysis Distance Sampling
5/27/20,MultisiteMediation,Causal Mediation Analysis in Multisite Trials
5/27/20,NIRStat,Novel Statistical Methods for Studying Near-Infrared Spectroscopy (NIRS) Time Series Data
5/27/20,OasisR,Outright Tool for the Analysis of Spatial Inequalities and Segregation
5/27/20,ows4R,Interface to OGC Web-Services (OWS)
5/27/20,Rarefy,Rarefaction Methods
5/27/20,Rchoice,"Discrete Choice (Binary, Poisson and Ordered) Models with Random Parameters"
5/27/20,reticulate,Interface to 'Python'
5/27/20,Rilostat,ILO Open Data via Ilostat Bulk Download Facility or SDMX Web Service
5/27/20,RNCEP,"Obtain, Organize, and Visualize NCEP Weather Data"
5/27/20,sanon,Stratified Analysis with Nonparametric Covariable Adjustment
5/27/20,semTools,Useful Tools for Structural Equation Modeling
5/27/20,stcos,Space-Time Change of Support
5/27/20,timereg,Flexible Regression Models for Survival Data
5/27/20,yhat,Interpreting Regression Effects
5/26/20,antaresViz,Antares Visualizations
5/26/20,BayesSenMC,Different Models of Posterior Distributions of Adjusted Odds Ratio
5/26/20,biglm,bounded memory linear and generalized linear models
5/26/20,biglmm,Bounded Memory Linear and Generalized Linear Models
5/26/20,bmixture,Bayesian Estimation for Finite Mixture of Distributions
5/26/20,BMTME,Bayesian Multi-Trait Multi-Environment for Genomic Selection Analysis
5/26/20,bvpSolve,Solvers for Boundary Value Problems of Differential Equations
5/26/20,C50,C5.0 Decision Trees and Rule-Based Models
5/26/20,CB2,CRISPR Pooled Screen Analysis using Beta-Binomial Test
5/26/20,climwin,Climate Window Analysis
5/26/20,collapse,Advanced and Fast Data Transformation
5/26/20,ContaminatedMixt,Clustering and Classification with the Contaminated Normal
5/26/20,crispRdesignR,Guide Sequence Design for CRISPR/Cas9
5/26/20,ebreg,Implementation of the Empirical Bayes Method
5/26/20,eventr,Create Event Based Data Architectures
5/26/20,geofacet,'ggplot2' Faceting Utilities for Geographical Data
5/26/20,geohashTools,Tools for Working with Geohashes
5/26/20,ggspatial,Spatial Data Framework for ggplot2
5/26/20,glmulti,Model Selection and Multimodel Inference Made Easy
5/26/20,gss,General Smoothing Splines
5/26/20,holodeck,A Tidy Interface for Simulating Multivariate Data
5/26/20,ifultools,Insightful Research Tools
5/26/20,IMaGES,Independent Multiple-Sample Greedy Equivalence Search Implementation
5/26/20,iq,Protein Quantification in Mass Spectrometry-Based Proteomics
5/26/20,Iso,Functions to Perform Isotonic Regression
5/26/20,mediationsens,Simulation-Based Sensitivity Analysis for Causal Mediation Studies
5/26/20,mlogit,Multinomial Logit Models
5/26/20,modelsummary,"Summary Tables for Statistical Models: Beautiful, Customizable, and Publication-Ready"
5/26/20,NACHO,NanoString Quality Control Dashboard
5/26/20,netCoin,Interactive Analytic Networks
5/26/20,nodiv,Compares the Distribution of Sister Clades Through a Phylogeny
5/26/20,nomnoml,Sassy 'UML' Diagrams
5/26/20,orientlib,Support for Orientation Data
5/26/20,ot,'Open Tracing'
5/26/20,poismf,Factorization of Sparse Counts Matrices Through Poisson Likelihood
5/26/20,pollster,Calculate Crosstab and Topline Tables of Weighted Survey Data
5/26/20,PRIMME,Eigenvalues and Singular Values and Vectors from Large Matrices
5/26/20,questionr,Functions to Make Surveys Processing Easier
5/26/20,rbokeh,R Interface for Bokeh
5/26/20,riskclustr,Functions to Study Etiologic Heterogeneity
5/26/20,rmweather,Tools to Conduct Meteorological Normalisation on Air Quality Data
5/26/20,RobMixReg,Robust Mixture Regression
5/26/20,rrscale,Robust Re-Scaling to Better Recover Latent Effects in Data
5/26/20,servr,A Simple HTTP Server to Serve Static Files or Dynamic Documents
5/26/20,smerc,Statistical Methods for Regional Counts
5/26/20,sn,The Skew-Normal and Related Distributions Such as the Skew-t
5/26/20,SocEpi,Health Inequality Analysis
5/26/20,SoupX,Single Cell mRNA Soup eXterminator
5/26/20,sperrorest,Perform Spatial Error Estimation and Variable Importance in Parallel
5/26/20,srvyr,'dplyr'-Like Syntax for Summary Statistics of Survey Data
5/26/20,strand,A Framework for Investment Strategy Simulation
5/26/20,tables,Formula-Driven Table Generation
5/26/20,tibbletime,Time Aware Tibbles
5/26/20,treeman,Phylogenetic Tree Manipulation Class and Methods
5/26/20,UniprotR,Retrieving Information of Proteins from Uniprot
5/26/20,wilson,Web-Based Interactive Omics Visualization
5/26/20,XICOR,Association Measurement Through Cross Rank Increments
5/25/20,AmpliconDuo,Statistical Analysis of Amplicon Data of the Same Sample to Identify Artefacts
5/25/20,applicable,A Compilation of Applicability Domain Methods
5/25/20,AzureGraph,Simple Interface to 'Microsoft Graph'
5/25/20,BARIS,Access and Import Data from the French Open Data Portal
5/25/20,bibliometrix,An R-Tool for Comprehensive Science Mapping Analysis
5/25/20,bigsparser,Sparse Matrix Format with Data on Disk
5/25/20,bitmexr,R Client for BitMEX
5/25/20,BOJ,Interface to Bank of Japan Statistics
5/25/20,d3r,'d3.js' Utilities for R
5/25/20,designr,Balanced Factorial Designs
5/25/20,distributionsrd,Distribution Fitting and Evaluation
5/25/20,dm,Relational Data Models
5/25/20,EHRtemporalVariability,Delineating Temporal Dataset Shifts in Electronic Health Records
5/25/20,embed,Extra Recipes for Encoding Categorical Predictors
5/25/20,emmeans,"Estimated Marginal Means, aka Least-Squares Means"
5/25/20,exams.mylearn,Question Generation in the 'MyLearn' XML Format
5/25/20,GermaParl,Download and Augment the Corpus of Plenary Protocols of the German Bundestag
5/25/20,gradeR,Helps Grade Assignment Submissions that are R Scripts
5/25/20,gscaLCA,Generalized Structure Component Analysis- Latent Class Analysis & Latent Class Regression
5/25/20,hddtools,Hydrological Data Discovery Tools
5/25/20,higlasso,Hierarchical Integrative Group LASSO
5/25/20,ioanalysis,Input Output Analysis
5/25/20,joint.Cox,Joint Frailty-Copula Models for Tumour Progression and Death in Meta-Analysis
5/25/20,labelled,Manipulating Labelled Data
5/25/20,lamW,Lambert-W Function
5/25/20,languageserver,Language Server Protocol
5/25/20,mada,Meta-Analysis of Diagnostic Accuracy
5/25/20,multicross,A Graph-Based Test for Comparing Multivariate Distributions in the Multi Sample Framework
5/25/20,nhlapi,A Minimum-Dependency 'R' Interface to the 'NHL' API
5/25/20,nombre,Number Names
5/25/20,ordinalNet,Penalized Ordinal Regression
5/25/20,pharmaRTF,Enhanced RTF Wrapper for Use with Existing Table Packages
5/25/20,rkeops,"Kernel Operations on the GPU, with Autodiff, without Memory Overflows"
5/25/20,rnrfa,UK National River Flow Archive Data from R
5/25/20,rtemps,R Templates for Reproducible Data Analyses
5/25/20,rversions,"Query 'R' Versions, Including 'r-release' and 'r-oldrel'"
5/25/20,scoper,Spectral Clustering-Based Method for Identifying B Cell Clones
5/25/20,season,Seasonal Analysis of Health Data
5/25/20,showtext,Using Fonts More Easily in R Graphs
5/25/20,sjlabelled,Labelled Data Utility Functions
5/25/20,sketcher,Pencil Sketch Effect
5/25/20,stratallo,Optimum Sample Allocation in Stratified Random Sampling Scheme
5/25/20,survPen,Multidimensional Penalized Splines for Survival and Net Survival Models
5/25/20,TechPhD,Tests and Estimation of Covariance Change-Points for Hi-Dim Data
5/25/20,tfdatasets,Interface to 'TensorFlow' Datasets
5/25/20,tidylo,Weighted Tidy Log Odds Ratio
5/25/20,TVMM,Multivariate Tests for the Vector of Means
5/25/20,umx,Structural Equation and Twin Modeling in R
5/25/20,upsetjs,'HTMLWidget' Wrapper of 'UpSet.s' for Exploring Large Set Intersections
5/25/20,xpose,Diagnostics for Pharmacometric Models
5/24/20,aslib,Interface to the Algorithm Selection Benchmark Library
5/24/20,bioacoustics,Analyse Audio Recordings and Automatically Extract Animal Vocalizations
5/24/20,CGE,Computing General Equilibrium
5/24/20,EcoGenetics,Management and Exploratory Analysis of Spatial Data in Landscape Genetics
5/24/20,eph,Argentina's Permanent Household Survey Data and Manipulation Utilities
5/24/20,ess,Efficient Stepwise Selection in Decomposable Models
5/24/20,foreign,"Read Data Stored by 'Minitab', 'S', 'SAS', 'SPSS', 'Stata', 'Systat', 'Weka', 'dBase', ..."
5/24/20,GDINA,The Generalized DINA Model Framework
5/24/20,kit,Data Manipulation Functions Implemented in C
5/24/20,listcomp,List Comprehensions
5/24/20,loon,Interactive Statistical Data Visualization
5/24/20,mma,Multiple Mediation Analysis
5/24/20,nlme,Linear and Nonlinear Mixed Effects Models
5/24/20,oddsratio,Odds Ratio Calculation for GAM(M)s & GLM(M)s
5/24/20,partition,Agglomerative Partitioning Framework for Dimension Reduction
5/24/20,psda,Polygonal Symbolic Data Analysis
5/24/20,psyosphere,Analyse GPS Data
5/24/20,REndo,Fitting Linear Models with Endogenous Regressors using Latent Instrumental Variables
5/24/20,ROI.plugin.neos,'NEOS' Plug-in for the 'R' Optimization Interface
5/24/20,seplyr,Improved Standard Evaluation Interfaces for Common Data Manipulation Tasks
5/24/20,seqgendiff,RNA-Seq Generation/Modification for Simulation
5/24/20,sjPlot,Data Visualization for Statistics in Social Science
5/24/20,soundgen,Parametric Voice Synthesis
5/24/20,SparseTSCGM,Sparse Time Series Chain Graphical Models
5/24/20,spef,Semiparametric Estimating Functions
5/24/20,ssgraph,Bayesian Graphical Estimation using Spike-and-Slab Priors
5/24/20,xROI,Delineate Region of Interests (ROI's) and Extract Time-Series Data from Digital Repeat Photography Images
5/23/20,AzureAuth,Authentication Services for Azure Active Directory
5/23/20,corTest,Robust Tests for Equal Correlation
5/23/20,creditmodel,"Toolkit for Credit Modeling, Analysis and Visualization"
5/23/20,DescTools,Tools for Descriptive Statistics
5/23/20,fitzRoy,Easily Scrape and Process AFL Data
5/23/20,ForestFit,Statistical Modelling for Plant Size Distributions
5/23/20,gt,Easily Create Presentation-Ready Display Tables
5/23/20,HDInterval,Highest (Posterior) Density Intervals
5/23/20,idem,Inference in Randomized Controlled Trials with Death and Missingness
5/23/20,IrregLong,Analysis of Longitudinal Data with Irregular Observation Times
5/23/20,kuniezu,Assistance on the National Geography of Japan
5/23/20,lmSubsets,Exact Variable-Subset Selection in Linear Regression
5/23/20,mscstts,R Client for the Microsoft Cognitive Services 'Text-to-Speech' REST API
5/23/20,phonfieldwork,Linguistic Phonetic Fieldwork Tools
5/23/20,PoisBinOrdNor,"Data Generation with Poisson, Binary, Ordinal and Normal Components"
5/23/20,rattle,Graphical User Interface for Data Science in R
5/23/20,RcppSimdJson,'Rcpp' Bindings for the 'simdjson' Header-Only Library for 'JSON' Parsing
5/23/20,RobinHood,Interface for the RobinHood.com No Commission Investing Platform
5/23/20,ropenblas,"Download, Compile and Link 'OpenBLAS' Library with R"
5/23/20,SimInf,A Framework for Data-Driven Stochastic Disease Spread Simulations
5/23/20,textplot,Text Plots
5/23/20,varImp,RF Variable Importance for Arbitrary Measures
5/22/20,Blaunet,Calculate and Analyze Blau Status for (Covert) Organizations
5/22/20,blogdown,Create Blogs and Websites with R Markdown
5/22/20,bnstruct,Bayesian Network Structure Learning from Data with Missing Values
5/22/20,brinton,A Graphical EDA Tool
5/22/20,broman,Karl Broman's R Code
5/22/20,carData,Companion to Applied Regression Data Sets
5/22/20,chngpt,Estimation and Hypothesis Testing for Threshold Regression
5/22/20,CINID,Curculionidae INstar IDentification
5/22/20,climatrends,Climate Variability Indices for Ecological Modelling
5/22/20,convey,Income Concentration Analysis with Complex Survey Samples
5/22/20,countrycode,Convert Country Names and Country Codes
5/22/20,DecisionAnalysis,Implementation of Multi Objective Decision Analysis
5/22/20,dlnm,Distributed Lag Non-Linear Models
5/22/20,edgar,Tool for the U.S. SEC EDGAR Retrieval and Parsing of Corporate Filings
5/22/20,eHOF,Extended HOF (Huisman-Olff-Fresco) Models
5/22/20,ergMargins,Process Analysis for Exponential Random Graph Models
5/22/20,hsdar,"Manage, Analyse and Simulate Hyperspectral Data"
5/22/20,Immigrate,Iterative Max-Min Entropy Margin-Maximization with Interaction Terms for Feature Selection
5/22/20,jomo,Multilevel Joint Modelling Multiple Imputation
5/22/20,lcc,Longitudinal Concordance Correlation
